Yorum,Duygu
Çok yüksek fan sesi var,0
Kesinlikle tavsiye etmiyorum,0
Büyük umutlarla aldým çok ovduler ama hayal kýrýklýðý yarattý 16 yýllýk bilgisayarýmla ayný hýzda bir müzik çalar açsam dönüyor kasýyor piþmaným,0
Ürünü teslim aldým fatura ve garanti belgesi çýkmadý içinden,0
"Ürün ofis amaçlý müthiþ bir laptop ona diyecek bir þey yok fakat sorun satýcýnýn ve asusun ürün ile ilgili doðru bilgi vermemesi  Ürünün hiçbir yerde kutu açýlýmý yok  Sitesinde bellek özellikleri doðru yazmýyor  Söylediklerine göre içindeki 1TB M2 SSD 3500mb/s ile okumasý gerekiyor ama crystalmark testleri sonuçu max 1800mb/s gördüm  Ha derseniz yetmiyor mu? Gayet yetiyor ama böyle ufak çaplý yanlýþ bilgiler insanýn moralini bozuyor  Gelelim büyük çaplý yanlýþ bilgilere  ""ÜRÜNÜN DOKUNMATÝK EKRANI YOK"" Evet arkadaþlar satýcýya soru sorma kapalý o yüzden eski sorulara bakýp yanýlmayýn  Ryzen 9 6900'lü versiyonunda dokunmatik ekran var fakat bunda yok  Ben var diye almýþtým ama aygýt yöneticinden kontrol ettiðimde olmadýðýný öðrendim  ""V tata tatan""'da 32bin tlye dokunmatik olan versyonu var aklýnýzda bulunsun  Ürünün oyun testlerini yaptýðýmda gta5 orta-çok yüksek ayarlarda güzel bir görüntü kalitesinde 2k'da 25-30fps 1920x1200'de 45-60 fps arasý aldým  Gayet akýcý oynanabiliyor iþten sýkýldýðýnýzda oynayabilirsiniz  Pil performansý hakkýnda pek bir bilgim yok þu anlýk ama ortalama diyebilirim 4-5 saat rahat götürür gibi  Ekran OLED 2 8K 90 Hz görüntü kalitesi müthiþ sizi üzmez  Dizi film izlerken müthiþ zevk veriyor  Kutu içeriði: Laptop  þarj aleti  koruyucu kýlýf  Ethernet to USB TypeA kablo  Kýsaca ürün çok güzel fakat beklentiyi gereksiz yere yükselttikleri için biraz hevesim kursaðýmda kaldý  Ürünü alýcaksanýz ekranýnýn dokunmatik olmadýðýný ve ssdsinin de 1800mb/s olduðunu bilerek almanýzý isterim ",0
Ürünü aldýðým güne ve satýcýya lanet olsun Kerim yýldýrým adlý satýcý Tedarikofisim1 adý ile çalýþýyor Pc yi bunlardan aldým  ekranda kararmalar oldu  iletiþime geçtim Ben o kadar alýþveriþ yaptým  hayatýmda bu kadar ilgisiz satýcý esnaf  kiþilik görmedim  Tamam bakiyoruz  ilgileniyoruz  hallediyoruz diye 3 ay gecistirdiler hepsiburada ile irtibata geçtim Sanki aðýz birliði yapmýþlar gibi onlar da geçiþtirdi Ben böyle bir rezil satýþ görmedim,0
Ürünü hepsiburada satýn aldýk çok hýzlý bir günde teslim edildi bunda bir problem yok ancak ürünün klavyesin de sýkýntý vardý sýfýr olmasýna raðmen C tuþu hem ton olarak daha koyu hem de hafif içine göcüktü bastýðýnýz da takýlmalara neden oluyordu  Ürünü araþtýrýp severek aldým þimdi deðiþim talepte ettim yeni ürünün gelmesini bekliyorum geldiði zaman yorumu güncelleyeceðim ,0
ürünü dokunmatik ekran mevcut diye aldým ama yok gözüküyor eðer böyleyse iade etmeyi düþünüyorum ,0
Ürün hoparlörü bozuk þekilde geldi   Deðiþim istedim yapýlmadý   Para iadesi yaptýlar   Hem zaman kaybettim hem de ayný ürünü daha pahalýya almak zorunda kalýyorum ,0
Ürünün gönderilmesi bir ömür sürdü  Speaker'da cýzýrtý var ,0
ben bu bilgisayarý bir ay önce bu siteden yine hepsiburada satýcýsýndan 24999 liraya almýþtým ve þimdi görüyorum ki 22000 tl olmuþ tam 3000 tl zararým var bu belki baþkalarý için büyük bir meblað deðildir ama benim için çok büyük bir meblað ve üstelik üniversiteye baþlayacaðým gerçekten sinirlerim bozuldu ,0
Ürünü aldýðýmda kurulumunu yaparken mouse bölümü bozuk çýktý böyle bir sorunun olmasý gerçekten çok kötü,0
Cihaza diyecek lafým yok  Fakat indirimli gibi gösterilip 20 750 ye satýp sonra 18999 a düþürmek satýþ stratejisinden çok kaziklama gbi oliyor hele ki þu devirde  Çoluðumuz çocuðumuz için alýyoruz bu kadar fahis fiyat farký olmamalý  Hepsiburadaya yakýþmadý,0
Çok yüksek fan sesi var,0
Kesinlikle tavsiye etmiyorum,0
Büyük umutlarla aldým çok ovduler ama hayal kýrýklýðý yarattý 16 yýllýk bilgisayarýmla ayný hýzda bir müzik çalar açsam dönüyor kasýyor piþmaným,0
Ürünü teslim aldým fatura ve garanti belgesi çýkmadý içinden,0
rün imalat hatalý sanýrým ön ekranýn amblemin olduðu yerde açýlma var,0
Ürün özellik bakýmýndan gayet yeni ve güncel fakat paketlemesi kötüydü iþin para kýsmýnda deðilim ama o kadar para veriyorsunuz ve size gelen köpükle bile korunmamýþ bir laptop paketlemesi hariç 10/10 ürün,1
Evet yaklaþýk bir haftadýr kullanýyorum  freedos olduðu için Windows 11 Pro yüklemesi yaptým bir sorun çýkarmadý  Benim için önemli olan noktasý sessiz olmasýydý çünkü yazýlýmcýyým ve kütüphane gibi ortamlarda sessiz ve performanslý olmasý rahat ettiriyor  Oyun deneyimi olarak þu ana kadar sadece FIFA23 deneyimledim ultra ayarlarda gerçekten çok baþarýlýydý hiç bu kadar akýcý oynamamýþtým  Ayrýca MSI Center da ayar yaparak soðutma biçimini seçebiliyorsunuz bataryanýn olduðu kýsým biraz ýsýnýyor onun haricinde soðutmasý baþarýlý cooler boost 5 teknolojisi bulunuyor  Sadece driver kurulumunda MSI Center ýn sýkýntý yaþadým gerçekten çok özellikli iyi bir uygulama fakat hatalarýný minimuma indirmesi gerekiyor MSI gibi bir markanýn  Ürün kaydýný kendi web sayfasýndan yapabiliyorsunuz ve ankete katýlým saðlarsanýz 3 ay daha garantinizi uzatýyorlar  40 serisi yeni olduðu için bu bilgisayarý seçmem de 4050 daha etken oldu ve 105w 4050  Umarým sýkýntýsýz kullanýrým uzun yýllar aklýma gelen þeyleri yazdým ha bir de klavyesi rgb  Kampanya için teþekkürler hepsiburada   ,1
bilgisayar gerçekten harika   her oyunda yüksek fps alabiliyorum  ve büyük ekraný güzel bir oyun keyfi sunuyor ,1
Ürün çok güzel canavar gibi istediðim bütün oyunlarý sýkýntýsýz bir þekilde çalýþtýrdý,1
ÜRÜN GERÇEKTEN FÝYATINA VE ÖZELLÝKLERÝNE GÖRE TAM ANLAMIYLA FÝYAT PERFORMANS ÜRÜNÜ  ÜRÜN DÝÐER BÝLGÝSAYARLARA GÖRE HÇÝÇ ISINMA YAPMIYOR AYNI MASAÜSTÜ BÝLGÝSAYAR KULLANIYOR GÝBÝYÝM  SICAKLIK DEÐERLERÝ FULL PERFORMANS MODUNDA BÝLE GAYAT STABÝL BÝR ÞEKÝLDE SEYREDÝYOR  GÖZÜNÜZ KAPALI BÝR ÞEKÝLDE ÜRÜNÜ TERCÝH EDEBÝLÝRSÝNÝZ  KARGO VE PAKETLEME KONUSUNDADA GAYET HIZLILAR VE GÜVENLÝ BÝR ÞEKÝLDE TELSÝM EDÝLÝ TEÞEKKÜR EDERÝM ,1
Ürün piyasadaki en güçlü ürünlerden biri  Gerek iþlemci gerek ekran kartý her yönüyle tavsiye edebileceðim bir gaming laptop  Ýsteklerimi ve beklentilerimi fazlasýyla karþýladý ,1
Ürün güzel bir þekilde kutulanýp gönderilmiþ  Msi kalitesini hissediyorsunuz ,1
Uzun zamandýr takip ediyordum piyasadaki rakiplerine de baktým ama sonunda buna karar verdim  Çok memnunum ürün canavar d,1
Ürün sýkýntýsýz ve gayet iyi kutulanmýþ þekilde elime ulaþtý  Performans ve kalite olarak gayet iyi  Tavsiye ederim ,1
Çok iyi çalýþýyor  çok hýzlý  her þeyi mükemmel ,1
Msi kalitesi kendini belli ediyor ,1
Ürün çok baþarýlý herkese tavsiye ederim ,1
Ürün sýkýntýsýz geldi  Kalitesi donanýmý güzel  pili ve sesi normal,1
MÝMARLIKTA OKUYORUM ÇOK MEMNUNUM,1
Yýllardýr hayalimdi  fiyatý artmadan almak nasip oldu  Performansý çok iyi  freedos olmasý biraz yordu ama internette hersey var  bakýp her türlü hallediliyor ,1
Almayýn  Cayýr cayýr yanýyor ve içindeki GPU cihaz ile optimize deðil ,0
Ips glow malumunuz  Onun dýþýnda takviye bir SSD daha lazým çünkü Rdr 2  GTA 5 ve cyberpunk 2077 den sonra hafýza baya bir azaldý  Windows 11 kurup bütün driverlarýný asusun kendi sitesinden indirip kurabilirsiniz  Bluetooth sürücüsü için asusun kendi sitesinde Bluetooth kýsmýnda hepsini göster diyip bir alttakini indirirseniz Bluetooth sorununuz çözülecektir  mediatek yazan diye hatýrlýyorum  Ultra ayarlarda rahatça Rdr 2 oynayabiliyorum herhangi bir problem yaþamadým  Isýnmasý var onu da laptopu biraz kaldýrýrsanýz birþeyler yardýmýyla çözülecektir laptop soðutucuya gerek kalacaðýný düþünmüyorum  Ben aldýðýmda 27 599 ? idi þu an fiyatý baya artmýþ  Benim gibi büyük monitörden bu ekrana geçerseniz gözünüze küçük gelebilir ama zamanla alýþýyorsunuz  (Monitörüm farklý bir þehirde kaldý) Memnun kalacaðýnýz bir canavar ,1
Asus bu iþi biliyor,1
Ürün  özellikle fiyatýyla mukayese edildiðinde gerçekten dolu dolu  Herkese tavsiye ederim  Ürünü aldýðýmda Bluetooth çalýþmýyordu  hangi Windows sürümünü kurduysam  hangi sürücüyü kurduysam yine de baþarýlý olamadým  Daha sonra asus teknik servisini aradýðýmda bazý kullanýcýlarda bu problemin yaþandýðýný ve mailime bir sürücü göndereceðini belirtti  Mailime gelen sürücü  sorunumu 2 dakikada çözdü arkadaþlar eðer bu sorunu yaþayan var ise asus müþteri hizmetlerini arayabilir ,1
çok araþtýrarak aldým  f/p olarak özellikle ekran kartý konusunda tercih edilebilir  Yorumlarda gördüðüm ýsýnma sorununu yaþamadým ve çerçeve etrafýndan ýþýk kaçmasý sorununu yaþamadým  tavsiye ederim  hepsiburada 5 günde kargoyla ulaþtýrdý tek sorun bu ,1
Saðlamlýk ve kalite bakýmýndan çok iyi performansý zaten konuþmaya gerek yok fakat ýsýnma oluyor altýna bir þey koyup yükseltmek gerekiyor,1
Uzun Araþtýrmalar sonunda aldým  Mühendislik öðrencisinin ihtiyaçlarýný fazlasýyla karþýlayacak ,1
Hepsiburada satýcýsýnýn kargolamasý kötüydü  Onun dýþýnda bilgisayar tam bir f/p ürünü  Almayý düþünenler gönül rahatlýðýyla alabilirler ,1
Bu fiyata alýnabilecek en iyi bilgisayar Herhangi bir donma kasma söz konusu deðil tam anlamýyla canavar,1
Tek kelimeyle efsane   Sessiz bir canavar Teslimat paketleme mükemmel,1
Yiðenime aldým çok memnun olduðunu söyledi sadece kargoda gelirken dýþ kutusu biraz zarar görmüþ biraz daha dikkat etmeleri gerekir bu konuda ,1
Gerçekten çok memnun kaldýðým bir ürün oldu hepsiburada kalitesi 1 gün içinde ulaþtýrdý herkese tavsiye ederim,1
Ürün gerçekten canavar,1
Mükemmel tavsiye ederim,1
Güzel begendik,1
Cok beðendim   Güncel oyunlarý full ayarlarda rahat oynuyorum,1
Tek kelime ile harika beklediðimden daha iyi,1
Cihazda ýþýk sýzmasý ve ýsýnma problemi ile karþýlaþmadým Asus kalitesi yine kendini göstermiþ Ekran kartý mükemmel Oyunlarda çok ýsýnma olmuyor ama soðutucu almanýzda fayda var Bu fiyat ve kalitede laptop kolay bulunmuyor Almayý düþünenlere tavsiye ederim ,1
makinayi kurar kurmaz 8 saat ultrada diablo oynama deneyimimden  hersey sorunsuz ve mukemmel diyebilirim  tek eksi yani hoparlorun sesini baskilayacak kdr bir fan sesi oluyor fakat cok performansli calisiyor ve islemciyi grafigi sogutuyor  kasma kesinlikle gram yok  altina iyi bir sogutucuyla on numara olur  satici hepsiburada herzamanki gibi super  1 gunde elime ulasti ve turkiye piyasasindaki en ucuz fiyattan aldim suan fiyatlar ucmus durumda,1
Gerçekten çok kaliteli bir ürün bir oyun bilgisayarý olmasýna karþýn pili baya güçlü þarja takýlý deðilken ufak tefek iþlerinize kesinlikle yetecektir kurulumu gayet basitti oyuna girdiðimizde fanlar kendini belli ediyor oyun oynamýyorken fan sesi yok oyunlarda da aþýrý ýsýnma görmedim gayet normal sýcaklýkta çalýþýyor,1
Gerçekten çok kaliteli bir ürün bir oyun bilgisayarý olmasýna karþýn pili baya güçlü þarja takýlý deðilken ufak tefek iþlerinize kesinlikle yetecektir kurulumu gayet basitti oyuna girdiðimizde fanlar kendini belli ediyor oyun oynamýyorken fan sesi yok oyunlarda da aþýrý ýsýnma görmedim gayet normal sýcaklýkta çalýþýyor,1
Ürünü 2 haftadýr kullanýyorum aþýrý memnunum tek sýkýntý 500 GB ssd olmasý yanýnda ekstra sdd almanýzý tavsiye ederim ýsýnma ve fan sesi konusunda bayaðý baþarýlý ama 1-2 sene sonra ne olur bilemem,1
Ürün çok güzel ýsýnma sorunu yok  Kaliteli bir cihaz  Kasasý güzel  Fanlarý sessiz  Ekraný da güzel ama bir týk daha parlak olabilirdi  16gb ram olmasý mükemmel  Ýçiniz rahat bir þekilde alabilirsiniz ,1
Ürün belli asus herþey söylendiði gibi teslim edildi ,1
Ürünü satýn aldým  þuanlýk bir sorununu göremedim her þey mükemmel çalýþýyor ,1
Ürünün malzeme kalitesi güzel  Oyun bilgisayarý olmasýna raðmen ince ve hafif  Oyunlarda iþlemci sýcaklýðý 85  ekran kartý 75 dereceyi geçmiyor  Bataryasý mükemmel oyun haricinde 6-7 saat gidiyor  Micron marka SSD'nin kapasite düþük  okuma hýzý iyi fakat yazma hýzý düþük  1tb Kingston renegate taktým Windows'u oraya yükledim PC nin hýzýnda artýþ gözlemledim ama PC zaten hýzlý  Ekran ýþýk sýzmasý alt kýsýmlarda var ama beni rahatsýz etmiyor  o da sadece PC açýlýrken yada siyah ekranda belli oluyor  Ekran kartý ve iþlemci çok baþarýlý  ýþýk sýzmasý ile ilgili fotoðrafi ekledim ,1
Gayet kaliteli bir laptop ýsýnma problemi ve batarya problemini dile getiren arkadaþlara çok takýlmayýn bunlar bir laptopda oldukça normaldir  Harika bir performansý var ben oldukça memnun kaldým oyunda 60 fps altýna düþmesim ve sýcaklýk 90° de sabitti ki bu normal bir deðer 100°nin üzerine çýkmadýkça herhangi bir sorun yok  Oyunlarý aþýrý derecede hýzlý açýyor ve oyun içerisinde de yine yüklenmeleri çok hýzlý gerçekleþtiriyor arkada kaç tane sekme açýk olursa olsun bana mýsýn demiyor fps de gram düþme yaþanmýyor kesinlikle tavsiye ederim,1
Laptopa söylenecek söz yok çok beðendim  2 gün oldu daha kullanmaya baþlayalý  Ýyi ki almýþým dedim  Aldýktan sonra fiyat 7 000TL arttý  Uzun kullanýmda bir problem olursa yorumu düzelteceðim ,1
ürün sýkýntýsýz elime ulaþtý yorumlarda bahsedilen ýps glow korkusu vardý birazcýk ama gelince baktým çok gözüme çarpan bir þey olmadý bilgisayarýn performansý gayet güzel fiyat performans diyebilirdimde 35 bin olmuþ bilemiyorum ama ben memnunum,1
Yaklaþýk 2 haftadýr kullanýyorum ve süper memnunum  Gerçekten fiyatýna göre süper bir cihaz  Tek eksiði SSD kapasitesi ,1
Tek sýkýntýsý ýps glow,0
Ýyi fiyata aldýðýmý düþünüyorum 27 ye almýþtým fiyat performans olarak iyi olduðunu düþünüyorum,1
Gayet iyi  27 549'a almýþtým  O fiyata göre canavar þu an fiyatý çok artmýþ,1
Fiyatýna göre çok iyi bir ürün ,1
Ürün sorunsuz geldi ,1
Çok iyi performans aldým,1
Her yönü ile çok baþarýlý,1
Wi-Fi sorunu ile karþýlaþtým halledemiyorum yardýmcý olursanýz sevinirim windows 10,0
Ýþletim sistemi kurulumunda sorun veriyor,0
Ürünü kuramadým hep hata veriyor alýcama piþman oldum,0
ÝNCE VE HAFÝF OLSUN DÝYE ÇOK SADELEÞTÝRÝLMÝÞ,0
Ürün usb port arýzalý geldi,0
Neden klavye ýþýðý yanmýyor düðmesi yok ideped diye sipariþ alýnýyor,0
Çok memnunum,0
Açýkçasý i3’ün bu kadar hýzlý olacaðýný beklemiyordum  Bunu kýzým için aldým  günlük rutin iþler yapýyor (ofis  internet  film  müzik vs)  Ýki ay önce kendime HP 250 G9  i7-1255 iþlemcili  32GB Ram  1TB SSD dizüstü bilgisayar almýþtým (Þimdi 23bin TL)  Lenovo Ideapad 3 Intel Core i3 1115G4 8GB 512GB SSD nerdeyse onu aratmýyor  Yukarýda saydýðým iþleri yapmak için bilgisayar alacaksanýz hiç daha büyüklerine gerek yok  Bu ürün iþlerinizi rahatlýkla görebilir  Hatta ürünü alamadan önce araþtýrma yaparken i5 (2  nesil) ile i3 (11  nesil) arasýnda yapýlan bir kýyasla karþýlaþmýþtým  i3 açýk ara önde çýkmýþtý  Bence iþlemcinin yüksek olmasýndan ziyade yeni nesil olmasý daha önemli  Ayrýca kamerada aç/kapa düðmesi var  Touch-pad kýsmý çok fonksiyonel  fare kullanmadan (1-2-3-4 parmakla) bir çok iþi yapabiliyorsunuz  Özetle almayý düþünenlere tavsiye ederim ,1
5 yýldýz vermemin sebebi en üste olsun diye (ÝYÝ OKUYUN) laptopu aldým elime ulaþtý açtým kurulum için ekranda ölü piksel vardý ekran yanýðý ufak birþey hemen geri deðiþim talep ettim hemen talebim red edildi kontrol ettiklerini bile sanmýyorum iyi edilse görünüyordu ilgilenmediler özellikle Hepsiburada satýcýsindan beklemiyordum böyle birþey tekrar deðiþim taleb ettim talebim onaylanmazsa iade edecem sikayet edicem sakýn almayýn alýrsanýzda dikkatli olun iyice kontrol edin yazýklar olsun Hepsiburada,1
Hýzlý ulaþtý  bilgisayarcýya görürdüm  Windows 10 pro yükledim ve çok memnun kaldým  Watsapla görüntülü arama yaptým kamerasý güzel ve telefondan güzel performans saðladý  Hepsiburadanýn bu kadar yüksek fiyatlý ürünlerin kargosunu ücretli olmasý ise doðru bulmadým,1
piyasadaki bir çok i5 iþlemciden daha iyi  Stabil 3GHZ çalýþýyor  Photoshop rahat çalýþtýrýyor (render almayla iþim yok)  13 photoshop penceresi ve 14 internet tarayýcý sayfasý açýktý ve pc kasmadý  Özellikle freedoss aldým ki daha düþük fiyat olsun  Hepsiburada üzerinde win11 pro ve Office 2021 pro aktivasyonu alabilirsiniz   oldukça düþük rakamlara orijinal ve stabil çalýþan bir yazýlýmýnýz olacaktýr  ayrýca bu bilgisayara windows kuracaklara bir hatýrlatma yapayým   intel VMD kapatýn yoksa hdd görmüyor  Alýþ gidiþ kredisiyle 3 dk içinde satýn aldým ve hepsiburada güzel bir þekilde paketleyip adresime gönderdi  Ýnce bir yapýsý ve oldukça kibar bir bilgisayar  ( steam üzerinden call of duty modern warfare ve CS Go oynuyorum - ama yinede bu tip bilgisayarlarýn ömürünü azaltacaðýnýz düþünüyorum) Günlük iþler için film  pro þekilde olmayacak photoshop   office iþleri   film vs izleme gibi kesinlikle daha fazla para vermeye gerek yok  Bu fiyata millet celeron iþlemci satýyor  Ýmkanýnýz varsa kesinlikle alýn ,1
urun super bu paraya celeron islemcili alacaginiza bunu alin gundelik islerinizi yapar ufak tefek oyun acar,1
fp ürünü þarj cihazý resimlerde ekledim type c olabilirdi yine de büyük sayýlmaz makul  günlük kullanýma yeterli inceliði ve aðýrlýðý güzel batarya süresi kullanýma göre deðiþir bu fiyata alýnabilir ürün 2023 üretimi ,1
gerçewkten harika bir ürün,1
Notebook'u kýzýma aldým  Kurarken ve sonrasý bir müddet kullandým ve bir sorunla karþýlaþmadým  Ýþletim sistemi olarak Win11 Pro kurdum ve lisansladým  Tüm sürücüler sorunsuz kuruldu  Disk okuma ve yazma hýzý bu seviye için yeterli  Herhangi bir kasýlma veya donma yaþamadým  Ofis ve internet bilgisayarý olarak gayet yeterli ,1
Her þey on numara  sadece free dos olmasý biraz sýkýntý  iþin yoksa Windows bul,1
F/P ürünü çoðu muadil fiyat taþýyanlardan daha üstün bir performans sergiliyor  Teþekkürler…,1
Verilen paraya hak ediyor  Ev ve ofis için ideal tavsiye ederim ,1
Gayet güzel görünüyor yorumlara bakarak aldým tavsiye ederim,1
Gayet yeterli bir ürün fazla para vermek anlamsýz oyun delisi olanlar fazla para vermeye bayýlýrlar   ,1
Merhabalar üründe istediðim performansý maalesef alamadým  Valorant gibi basit bir oyunda 200 fps az gözüktü  Çizim programlarýnda iyi analiz programý için yeterli  Solid catia ansys gibi programlarda güzel iþ çýkartmýþ  Ekran kartý gücü düþük 45 w olduðundan dolayý performansý yeterli olmayabilir,0
Hoparlörlerinden ses gelmiyor driverlarýný kurduðum halde msi destek ekibi kadar berbat bi ekip görmedim ilgi sýfýr,0
Ben oyun oynamak için almýþtým RTX4050 var  oyunlarý açýyorum ama oynayamýyorum  Sebebi deli gibi ýsýnýyor olmasý  Düþük ayarlarda CPU 90-95 derece arasýnda deðiþiyor max 30dk oynayýp kapatmak zorunda kalýyorum  THIN olmasý hafiflik saðlýyor ama soðutma gerçekten çok baþarýsýz  Fiyatý güzel ama RAM'i 8 GB ve ýsýnmasý gerçekten çok büyük problem,0
BATARYA FAZLA GÝTMÝYOR   GÖRÜNTÜ KALÝTESÝ ÇÖP ÝÞLEMCÝ HAFIZA ÝYÝ,0
Ürüne ýsýnmýyor diyen arkadaþlara buradan selam olsun  Msi center kafasýna göre çalýþýyor  Her ayarýný düzgün yapmama raðmen fan bostayken bile bir duruyor bir türbe moda geçiyor  Oyunlarda genel olarak problem yok oynatýyor ancak ýsýnýyor da hem de azýmsanmayacak derecede  Öyle çok yüklü olmayan oyunlarda da oyuna oranla ýsýnmasý fazla  Yorumlar ve forumlarda denk geldim ýþýk sýzmasý sanýrým genel problem  Kasa çok parmak izi ve toz tutuyor  Ürün güzel ancak yorumlarda belirtilen gibi kusursuz deðil ,0
"aldýðýmdan beri iyice kullanýp yorum yapmak için bekledim Baþlýca yaþadýðým sorunlar, Sürücüleri tanýtmak için msi' ýn web sayfasýndan driverlarý indirdim win 10 64 bit tabi ki hiçbirini tanýmadý Bundan dolayý sinirden çýldýrdým Windows updateten belki yapar dedim ve gerçektende ordan verilen güncellemeleri ekran kartý dýþýnda yarým yamalak tanýdý Ekran kartýný monster' ýn sitesinden indirip kurdum  Ek olarak þu makineye ek olarak 16 gb ram ve yeni m2 ssd alýp baðladým 1tb çünkü yetersizdi üzerindekiler Bundan dolayý 2200 lira ek harcama yaptým Driverlar sonunda kurulu hale gelsede ekrandaki masaüstü deneyiminden hoþnutsuz kaldým çünkü oyun dýþýnda iken yazýlarý ve renklerdeki solukluk gözlerimi yordu  Baþka bir sorunumsa cihazý uyku moduna alýnca kapaðý kapatarak yada kapa/uyku dan cihaz kendi kendine birkaç dakika sonra açýlýyor ve farkýna varmaz isem tabiki pili bitiyor    Bunlar yaþadýðým sorunlardý umarým benden baþka kimsenin baþýna bunlar denk gelmez ",0
Valorant gibi bir oyunda 200 fps anca görüyo  Bu durum beni mutlu etmedi  4050 performansý bu mu emin deðilim,0
Ürün geldi kurulum nerde yapýlcaðý bilðisi yok nerde kurdurmam gerektiði anlaþmalýnyerleri varmý hiç bir bilði verilmedi ürün güzel ama ilði alaka yok  ,0
BU YORUMU OKU DAHA SONRA AL!!! Arkadaþlar ürünü 1 ay kullanýp o þekilde bir yorum yazmak istedim  Bakýn sakýn sakýn ama sakýn tenezzül bile etmeyin  Baþka hangi marka veya hangi tür laptop alýrsanýz alýn ama sakýn bunu düþünmeyin bile  Ürün o kadar kötü ki benim eski 2005 masaüstü bilgisayarým bile on basar  Emin olun laf olsun diye söylemiyorum  Üründe bir ýsýnma sorunu var inanamazsýnýz bakýn normal deðil  Yumurta piþirme filan da deðil  Direk yemeði koyun piþer bakýn o kadar diyorum  Açýkça þu þekilde anlatayým uzanarak oynadým  Laptopu dizlerimin üstüne koydum  Sol dizim bildiðiniz yanýk oldu bakýn abartmýyorum fotoðrafta atacaðým  Sonra masanýn üstünde oynadým  Wasd tuþalarý ile oynuyoruz çoðunlukla bilirisiniz  Sol serçe parmaðým ucu yanmýþ ufak bir yanýk ama yanmýþ  Ya kýymýk battý sandým uðraþtým uðraþtým baktým ertesi gün tekrar arkadaþlar aman diyim yapmayýn etmeyin almayýn sakýn  Bataryaya gelelim prize takýlý oynuyorsanýz önemli bir savaþ oyunu vs  Ýse aman diyim prizden o an yanlýþlýkla bile çýkartmayýn  Ekran 2 saniyeliðine direk siyah oluyor  Takýnca da çýkarýncada  Rust  the last of us  red dead gibi oyunlarý en düþük ama en düþük kalite grafik ayarlar ne ise onlar ile oynamaya çalýþtým ama yine de oyunlar sýkýntýlý sorun yaþatýyor  Hatta açýlmayan dahi var  Bu yorumu ise artýk delirdim çýldýrdým o yüzden yazmak istedim  Gelelim sessiz mi çalýþýyor diyenlere normalde ALLAH var biraz sesi var ama bu tek fanlý bir cihaz arkadaþlar oyunu açtýðýnýz anda f35-b ses var görüntü yok bunda  Ýnanýn hiç abartmýyorum  8 gb ram 8 daha takarým hallederim diye de düþünmeyin sakýn anlayacaðýnýz herþeyi denedim herþeyi yaptým ,0
Ürün elime 5 günde ulaþtý  Win 10 kurulurken bile 5 defa mavi ekran verip pc kapandý  Kapandýktan sonra 10 dk açýlmýyor güç tuþuna istediðiniz kadar basýn  Bir çok çabayla win10 kurdum ve msý center çok yetersiz olduðunu gördüm  Çünkü ne fan ayarý ne oyun ayarý yapabildim  Numerik tuþ takýmý olmamasý çok kötü klavye küçük kalamýþ  Isýnma problemi mevcut  16 gb ram yapmadýktan sonra online oyunlara girmeyin  Dlss3 baþarýlýr  Ürünü deðiþime gönderdim belki arzalýdýr diye  direkt iade aldýlar  Koruma paketi 7 gün olmasýna raðmen iade edilmedi ,0
Asla tavsiye etmiyorum görsellerden ýsýsýna bakabilirsiniz Pc alev atýyor düz masaüstünde dururken bile 63 derecelere çýkýyor  Aðýr ýsýnma sorunu var ve kasýyor,0
Ürün FREE dos geliyor sorun burada baþlýyor usb ile yarattýðýnýz windows gpt olduðu için sistem tanýmýyor kuarlen hata veriyor Ýnternete gpt hatasý yazýn çözümü var ama Ýnternet sitesindeki telefonlara cevap vermiyorlar yardým edecek kimse yok kýsacasý bþraþ uðraþtýrýyor  Ramin 8 GB olmasý hayal kýrýklýðý,0
Çok gürültülü çalýþýyor  kullanýrken sol elimde yanýk izleri oluþtu aþýrý ýsýndýðý için aldýðým gün iade ettim önermiyorum ,0
pc 5 gündür kullanýyom kapagý açýp ram taktýgým için iade etmekle ugraþmicam arkadaþlar ufoya ihtiyacýnýz varsa alabilirsiniz,0
Tek faný varmýþ bilmiyordum  soðutmasý kötü bence,0
Aþýrý ýsýnma problemi var buda oyunlarda lag girmesine neden oluyor  keþke almasaydým dediðim bir ürün ,0
Malesef bir haftan aþkýn süredir faturaya TC numarasý eklemek için her gün iletiþime geçiyorum ancak bir Robot mesajý ile karþýlaþýyorum  Hepsiburada büyük hayal kýrýklýðý yaþattý ,0
Ürünü hiç beðenmedim inanýlmaz bir ýsýnma ve kasma sorunu var  RTX 4050 makinada nasýl böyle oluyor inanýlýr gibi deðil  Ýade etme hakkým varsa bu hakkýmý kullanmak istiyorum  Ürün daha bugün elime geçti ,0
Ürün açýlýþta güncelleme ekranýnda takýlý kaldý ve hiçbir tepki vermiyor!,0
Ürünü ben aldýktan sonra dolarýn çýkmasýna raðmen indirim yaptýnýz ürünü iade etmek için uðraþmadým ürün gayet güzel fakat satýcý olarak sizi tavsiye etmiyorum RAM yükseltmesi yapardým o paraya,0
Ürünü aldýktan sonra kafalarýna göre zam-indirim yapýyorlar!,0
